,answer_count,articles_count,avatar_url,avatar_url_template,badge,follower_count,gender,headline,id,is_advertiser,is_followed,is_following,is_org,name,type,url,url_token,user_type
11,0,0,https://pic3.zhimg.com/v2-75331fe1390437643bc06a30813c6942_is.jpg,https://pic3.zhimg.com/v2-75331fe1390437643bc06a30813c6942_{size}.jpg,[],1,0,大学生,a68aaf2c402c4c4ff86641495747ce51,False,False,False,False,Angelia,people,http://www.zhihu.com/api/v4/people/a68aaf2c402c4c4ff86641495747ce51,tang-xiao-lian-83,people
12,1,0,https://pic1.zhimg.com/da8e974dc_is.jpg,https://pic1.zhimg.com/da8e974dc_{size}.jpg,[],0,1,浊酒深巷天下事,83721d3f6ea88a8233efdfc107494f42,False,False,False,False,浊酒天下事,people,http://www.zhihu.com/api/v4/people/83721d3f6ea88a8233efdfc107494f42,zhuo-jiu-tian-xia-shi,people
13,2,0,https://pic2.zhimg.com/fab30bcfd1c7415f6fc45853e1ce2bed_is.jpg,https://pic2.zhimg.com/fab30bcfd1c7415f6fc45853e1ce2bed_{size}.jpg,[],1,-1,,1dec321c7fa500a51f69cda82b4fd465,False,False,False,False,不才,people,http://www.zhihu.com/api/v4/people/1dec321c7fa500a51f69cda82b4fd465,bu-cai-52-85,people
14,0,0,https://pic2.zhimg.com/v2-699a27f8214d4bf22f99740a55db6a7d_is.jpg,https://pic2.zhimg.com/v2-699a27f8214d4bf22f99740a55db6a7d_{size}.jpg,[],2,-1,法学在读,84fc01003769ca83e53b9e1d620a3d6e,False,False,False,False,别动我的辣条,people,http://www.zhihu.com/api/v4/people/84fc01003769ca83e53b9e1d620a3d6e,bie-dong-wo-de-la-tiao,people
15,3,0,https://pic1.zhimg.com/da8e974dc_is.jpg,https://pic1.zhimg.com/da8e974dc_{size}.jpg,[],2,0,都说爱笑的人运气不会太差-Weibo,50404377ad58807aab606b843faa348b,False,False,False,False,番茄酱啊,people,http://www.zhihu.com/api/v4/people/50404377ad58807aab606b843faa348b,ai-kan-xing-xing-de-gu-liang,people
16,0,0,https://pic1.zhimg.com/da8e974dc_is.jpg,https://pic1.zhimg.com/da8e974dc_{size}.jpg,[],1,1,,2bccadfec4a29ba82b4a50ef90c63639,False,False,False,False,david35,people,http://www.zhihu.com/api/v4/people/2bccadfec4a29ba82b4a50ef90c63639,sang-wei-62,people
17,0,0,https://pic3.zhimg.com/v2-ee934413be7ab7b630172d4955b7eb1e_is.jpg,https://pic3.zhimg.com/v2-ee934413be7ab7b630172d4955b7eb1e_{size}.jpg,[],3,0,医疗行业,9de56ef495265c8a6b01ec444cee6d64,False,False,False,False,橙子,people,http://www.zhihu.com/api/v4/people/9de56ef495265c8a6b01ec444cee6d64,cheng-zi-23-98,people
18,0,0,https://pic3.zhimg.com/v2-9f55f8ddd16403c4856712f9a4f3f7a6_is.jpg,https://pic3.zhimg.com/v2-9f55f8ddd16403c4856712f9a4f3f7a6_{size}.jpg,[],0,0,,041324da09dbeab2039abe666ea9138a,False,False,False,False,绿绿green,people,http://www.zhihu.com/api/v4/people/041324da09dbeab2039abe666ea9138a,lu-lu-green,people
19,0,0,https://pic1.zhimg.com/da8e974dc_is.jpg,https://pic1.zhimg.com/da8e974dc_{size}.jpg,[],2,-1,新闻,3fd0e6e82085045046829935201c4b91,False,False,False,False,米泽,people,http://www.zhihu.com/api/v4/people/3fd0e6e82085045046829935201c4b91,liu-cheng-39-29,people
20,2,0,https://pic3.zhimg.com/v2-74681b83c039fb3b851353074cfed3c6_is.jpg,https://pic3.zhimg.com/v2-74681b83c039fb3b851353074cfed3c6_{size}.jpg,[],1,-1,,b21b7c490b3f235af9d09b5df4c8d964,False,False,False,False,cozzl,people,http://www.zhihu.com/api/v4/people/b21b7c490b3f235af9d09b5df4c8d964,collin-89,people
21,23,0,https://pic4.zhimg.com/v2-245309800d945f7c63cea130851b9e0b_is.jpg,https://pic4.zhimg.com/v2-245309800d945f7c63cea130851b9e0b_{size}.jpg,[],11,0,我只是拿别人睡觉的时间在犯蠢,00b7d4d1a79a5602c84ff4096e9d2cc6,False,False,False,False,木小良,people,http://www.zhihu.com/api/v4/people/00b7d4d1a79a5602c84ff4096e9d2cc6,MrMs6002,people
22,0,0,https://pic1.zhimg.com/da8e974dc_is.jpg,https://pic1.zhimg.com/da8e974dc_{size}.jpg,[],0,-1,,7ac64749203d670f7562ea898f1cccf5,False,False,False,False,jenny,people,http://www.zhihu.com/api/v4/people/7ac64749203d670f7562ea898f1cccf5,jenny-85-87-29,people
23,1,0,https://pic3.zhimg.com/v2-43329fec134a2f00188c88eee946da6a_is.jpg,https://pic3.zhimg.com/v2-43329fec134a2f00188c88eee946da6a_{size}.jpg,[],4,0,,d93419da448d6200b0f8385123236ff4,False,False,False,False,Smile,people,http://www.zhihu.com/api/v4/people/d93419da448d6200b0f8385123236ff4,ping-dan-de-sheng-huo-yu-wo,people
24,6,1,https://pic2.zhimg.com/0d7cb911331432467330649d310f902d_is.jpg,https://pic2.zhimg.com/0d7cb911331432467330649d310f902d_{size}.jpg,[],12,1,金融,765becf7c0df9d5446b2f462d7e24568,False,False,False,False,马刺,people,http://www.zhihu.com/api/v4/people/765becf7c0df9d5446b2f462d7e24568,han-lei-30-10,people
25,0,0,https://pic3.zhimg.com/5bc2c4edf83deec97936d74872ee67ba_is.jpg,https://pic3.zhimg.com/5bc2c4edf83deec97936d74872ee67ba_{size}.jpg,[],1,1,,c152e093a7e70925f1fc5bcd88da64b1,False,False,False,False,jacob young,people,http://www.zhihu.com/api/v4/people/c152e093a7e70925f1fc5bcd88da64b1,jacob-young,people
26,40,0,https://pic3.zhimg.com/33200a1f7b82b0c9fe5a85ee61636be6_is.jpg,https://pic3.zhimg.com/33200a1f7b82b0c9fe5a85ee61636be6_{size}.jpg,[],19,1,法律新手,09b2224180276a2e1c1e112c14e79d0e,False,False,False,False,归去,people,http://www.zhihu.com/api/v4/people/09b2224180276a2e1c1e112c14e79d0e,gui-qu-16,people
27,0,0,https://pic1.zhimg.com/4d4e60739d8ffb1d0387bd8d49260f64_is.jpg,https://pic1.zhimg.com/4d4e60739d8ffb1d0387bd8d49260f64_{size}.jpg,[],2,0,,5f410f9c4f8763784a2433a5e147de5b,False,False,False,False,Scarlet,people,http://www.zhihu.com/api/v4/people/5f410f9c4f8763784a2433a5e147de5b,bi-yang-83-15,people
28,77,2,https://pic3.zhimg.com/v2-0c7239717ef1d16bbc73c4b9ce014ba6_is.jpg,https://pic3.zhimg.com/v2-0c7239717ef1d16bbc73c4b9ce014ba6_{size}.jpg,[],74,0,老咯,77144d0049564fbc6620abefe14d6df1,False,False,False,False,吴薇薇,people,http://www.zhihu.com/api/v4/people/77144d0049564fbc6620abefe14d6df1,wu-wei-wei-59-83,people
29,0,0,https://pic1.zhimg.com/da8e974dc_is.jpg,https://pic1.zhimg.com/da8e974dc_{size}.jpg,[],0,-1,社会学在读,dab08fe1f20ca73208612003dfcb6a71,False,False,False,False,陈哈哈,people,http://www.zhihu.com/api/v4/people/dab08fe1f20ca73208612003dfcb6a71,chen-ha-ha-22-94,people
30,2,0,https://pic3.zhimg.com/v2-d2f62d53aa00acd8daf37ccd3ac46972_is.jpg,https://pic3.zhimg.com/v2-d2f62d53aa00acd8daf37ccd3ac46972_{size}.jpg,[],3,1,,32a1e0735723d0ba17c9d6ac34556edc,False,False,False,False,Alex,people,http://www.zhihu.com/api/v4/people/32a1e0735723d0ba17c9d6ac34556edc,zhang-zhong-qiu-37,people
31,1,0,https://pic3.zhimg.com/v2-bd49c43c7cc99aa1038b310ccf3f390e_is.jpg,https://pic3.zhimg.com/v2-bd49c43c7cc99aa1038b310ccf3f390e_{size}.jpg,[],1,1,还不赖,96c1e2d35d51104eafbcca29a81fcc16,False,False,False,False,彼得大帝,people,http://www.zhihu.com/api/v4/people/96c1e2d35d51104eafbcca29a81fcc16,sunhaolun,people
32,12,0,https://pic3.zhimg.com/9a39704e6_is.jpg,https://pic3.zhimg.com/9a39704e6_{size}.jpg,[],12,1,新闻—&gt;销售—&gt;金融—&gt;法律,fe0afc2acaa84f080ba423771f577542,False,False,False,False,Yadoo Zhang,people,http://www.zhihu.com/api/v4/people/fe0afc2acaa84f080ba423771f577542,yadoo-zhang,people
33,1,0,https://pic1.zhimg.com/da8e974dc_is.jpg,https://pic1.zhimg.com/da8e974dc_{size}.jpg,[],0,-1,,2fa274a995593bcdf93fd2268d53ea7a,False,False,False,False,李天福,people,http://www.zhihu.com/api/v4/people/2fa274a995593bcdf93fd2268d53ea7a,li-tian-fu-39,people
34,39,0,https://pic2.zhimg.com/8c91d18f81c8a40ef1d11436ae08244d_is.jpg,https://pic2.zhimg.com/8c91d18f81c8a40ef1d11436ae08244d_{size}.jpg,[],31,1,幻想家,ca4a114492078cf575aa682b04182914,False,False,False,False,ZT Lu,people,http://www.zhihu.com/api/v4/people/ca4a114492078cf575aa682b04182914,lu-zi-tian-68,people
35,3,0,https://pic3.zhimg.com/v2-e9bf5e994685d663f0117cb76f0cc38a_is.jpg,https://pic3.zhimg.com/v2-e9bf5e994685d663f0117cb76f0cc38a_{size}.jpg,[],9,1,准备退乎,69f46f51d2dafb13cf1a06badf17bcb6,False,False,False,False,知天命,people,http://www.zhihu.com/api/v4/people/69f46f51d2dafb13cf1a06badf17bcb6,zhi-tian-ming-jin-ren-shi-75,people
36,0,0,https://pic2.zhimg.com/v2-352ced6ba47a73b5bb81e9afeb2134cd_is.jpg,https://pic2.zhimg.com/v2-352ced6ba47a73b5bb81e9afeb2134cd_{size}.jpg,[],0,-1,法学,97f692148624c1662aee43d7b48f1ba5,False,False,False,False,浅浅贝贝,people,http://www.zhihu.com/api/v4/people/97f692148624c1662aee43d7b48f1ba5,qian-qian-bei-bei-34,people
37,0,0,https://pic2.zhimg.com/v2-2893499c2d3945fa5b0b0758e4e0e6e1_is.jpg,https://pic2.zhimg.com/v2-2893499c2d3945fa5b0b0758e4e0e6e1_{size}.jpg,[],0,0,法律系学生,e7f9630cb9ab8f496df1568e60f8674f,False,False,False,False,Tammy,people,http://www.zhihu.com/api/v4/people/e7f9630cb9ab8f496df1568e60f8674f,tammy-47-91,people
38,5,0,https://pic2.zhimg.com/v2-6f2d7165d732caf85bf180c7eb9497cd_is.jpg,https://pic2.zhimg.com/v2-6f2d7165d732caf85bf180c7eb9497cd_{size}.jpg,[],6,1,,fbc286cefae4e27b1d553b2eed58421e,False,False,False,False,陈较瘦,people,http://www.zhihu.com/api/v4/people/fbc286cefae4e27b1d553b2eed58421e,leoda-fa-hao,people
39,0,0,https://pic1.zhimg.com/v2-983045faec00ae705ebba75ee122930c_is.jpg,https://pic1.zhimg.com/v2-983045faec00ae705ebba75ee122930c_{size}.jpg,[],36,1,无知地索求，羞耻于求救。,ba6bc957dec5bbd89dae36153f90df07,False,False,False,False,March,people,http://www.zhihu.com/api/v4/people/ba6bc957dec5bbd89dae36153f90df07,ye-tan-13-90,people
40,0,0,https://pic2.zhimg.com/dba4b7ac5566271fae20e0640019b3b1_is.jpg,https://pic2.zhimg.com/dba4b7ac5566271fae20e0640019b3b1_{size}.jpg,[],0,-1,律师,6ca63f4fb8ed4be00a24306deae61c4e,False,False,False,False,麦姑娘,people,http://www.zhihu.com/api/v4/people/6ca63f4fb8ed4be00a24306deae61c4e,mai-gu-niang-42,people
41,0,0,https://pic1.zhimg.com/da8e974dc_is.jpg,https://pic1.zhimg.com/da8e974dc_{size}.jpg,[],0,1,,1d9e55af6c23d28b0d7a83010f3f9656,False,False,False,False,粮鲁克,people,http://www.zhihu.com/api/v4/people/1d9e55af6c23d28b0d7a83010f3f9656,liang-lu-ke,people
42,0,0,https://pic2.zhimg.com/v2-6a8cea84f545b8634d3ca83416823b05_is.jpg,https://pic2.zhimg.com/v2-6a8cea84f545b8634d3ca83416823b05_{size}.jpg,[],0,-1,法学菜鸟,08e7ee51e275969a2df089e7b39fec0c,False,False,False,False,我们如何知晓,people,http://www.zhihu.com/api/v4/people/08e7ee51e275969a2df089e7b39fec0c,wo-men-ru-he-zhi-xiao,people
43,27,0,https://pic1.zhimg.com/c0665d50c_is.jpg,https://pic1.zhimg.com/c0665d50c_{size}.jpg,[],41,1,因为我喜欢你。 因为我想一直喜欢你。 因为我希望你能够幸福。 只是不希望你再受伤,6f1d803968724bcd0435588b0450b735,False,False,False,False,kirsi kisir,people,http://www.zhihu.com/api/v4/people/6f1d803968724bcd0435588b0450b735,kirsi-kisir,people
44,0,0,https://pic1.zhimg.com/56266dcdd7324c7e757dc0bc8399ee90_is.jpg,https://pic1.zhimg.com/56266dcdd7324c7e757dc0bc8399ee90_{size}.jpg,[],0,-1,,6e74db8d4a75ada1e520193aafc240c4,False,False,False,False,李里理,people,http://www.zhihu.com/api/v4/people/6e74db8d4a75ada1e520193aafc240c4,li-li-li-53-87,people
45,0,0,https://pic1.zhimg.com/da8e974dc_is.jpg,https://pic1.zhimg.com/da8e974dc_{size}.jpg,[],0,-1,,fb31bd8e2eb867875e8ebfbd8d9dba08,False,False,False,False,兰123,people,http://www.zhihu.com/api/v4/people/fb31bd8e2eb867875e8ebfbd8d9dba08,lan-123-62-35,people
46,0,0,https://pic1.zhimg.com/bbd0463bebca1781528bb20ea73ce838_is.jpg,https://pic1.zhimg.com/bbd0463bebca1781528bb20ea73ce838_{size}.jpg,[],0,-1,学生,ab646428db735fa84c0561669fe97bed,False,False,False,False,岳文豪,people,http://www.zhihu.com/api/v4/people/ab646428db735fa84c0561669fe97bed,yue-wen-hao-11,people
47,1,0,https://pic3.zhimg.com/d4e51acd6dc4913f7fdfc26ad4542d4e_is.jpg,https://pic3.zhimg.com/d4e51acd6dc4913f7fdfc26ad4542d4e_{size}.jpg,[],0,-1,,ea86b112d9ca5e77eacc9abfeb788f7c,False,False,False,False,孙喆,people,http://www.zhihu.com/api/v4/people/ea86b112d9ca5e77eacc9abfeb788f7c,sun-zhe-91-7,people
48,0,0,https://pic4.zhimg.com/201e311b9cf76401fdb4b935667d46a3_is.jpg,https://pic4.zhimg.com/201e311b9cf76401fdb4b935667d46a3_{size}.jpg,[],0,1,,de7ad7d67cf6f4046dec2eb318d01531,False,False,False,False,13999896049,people,http://www.zhihu.com/api/v4/people/de7ad7d67cf6f4046dec2eb318d01531,13999896049,people
49,1,0,https://pic4.zhimg.com/v2-9514485ff6b1d1e32d39c5c2b64867fb_is.jpg,https://pic4.zhimg.com/v2-9514485ff6b1d1e32d39c5c2b64867fb_{size}.jpg,[],2,0,法学专业对历史文化计算机感兴趣,ea23245b69c717d7f9570a0ba2205431,False,False,False,False,月下九重樱,people,http://www.zhihu.com/api/v4/people/ea23245b69c717d7f9570a0ba2205431,you-le-ge-dao,people
50,1,0,https://pic4.zhimg.com/01d9e29ae2ff6c4f973a5a7c7b93a73b_is.jpg,https://pic4.zhimg.com/01d9e29ae2ff6c4f973a5a7c7b93a73b_{size}.jpg,[],5,1,舍得,95cde468f83b2cf043247b8de2c1ac69,False,False,False,False,张川,people,http://www.zhihu.com/api/v4/people/95cde468f83b2cf043247b8de2c1ac69,zhang-chuan-48-31,people
51,0,0,https://pic4.zhimg.com/fa3052a295f0c2959367519ff09d4423_is.jpg,https://pic4.zhimg.com/fa3052a295f0c2959367519ff09d4423_{size}.jpg,[],43,1,,b8e4d2ff64e50a894eb884165cc47f17,False,False,False,False,渔梁,people,http://www.zhihu.com/api/v4/people/b8e4d2ff64e50a894eb884165cc47f17,leshutong,people
52,0,0,https://pic4.zhimg.com/v2-f724376ae9e40231705696c882c874a3_is.jpg,https://pic4.zhimg.com/v2-f724376ae9e40231705696c882c874a3_{size}.jpg,[],1,-1,金融地产,77f06e14623beecaf0148f55eb420104,False,False,False,False,潜力,people,http://www.zhihu.com/api/v4/people/77f06e14623beecaf0148f55eb420104,qian-li-5-97,people
53,0,0,https://pic1.zhimg.com/da8e974dc_is.jpg,https://pic1.zhimg.com/da8e974dc_{size}.jpg,[],0,-1,,1f051ceaf700737655e7677b9ffd468c,False,False,False,False,Gilgamesh,people,http://www.zhihu.com/api/v4/people/1f051ceaf700737655e7677b9ffd468c,gilgamesh-15-56,people
54,9,0,https://pic2.zhimg.com/v2-82388e1837f93ac9e4b68d157afdef45_is.jpg,https://pic2.zhimg.com/v2-82388e1837f93ac9e4b68d157afdef45_{size}.jpg,[],4,0,念君小将，法学，博物馆，特摄，特使,8f650d98b524b818f262814e4a06c7a1,False,False,False,False,长熙,people,http://www.zhihu.com/api/v4/people/8f650d98b524b818f262814e4a06c7a1,qing-yun-52-57,people
55,0,0,https://pic1.zhimg.com/da8e974dc_is.jpg,https://pic1.zhimg.com/da8e974dc_{size}.jpg,[],0,-1,在校学生,a131fafb3c72372d568e19be5ce0832e,False,False,False,False,张珍妮,people,http://www.zhihu.com/api/v4/people/a131fafb3c72372d568e19be5ce0832e,zhang-zhen-ni-91,people
56,14,0,https://pic2.zhimg.com/203458b070f0eb1b5973274671365081_is.jpg,https://pic2.zhimg.com/203458b070f0eb1b5973274671365081_{size}.jpg,[],11,0,混吃等死的学生狗。,e7329265c51d2d6efb7f82160effe20b,False,False,False,False,谢徵,people,http://www.zhihu.com/api/v4/people/e7329265c51d2d6efb7f82160effe20b,xie-zheng-85-81,people
57,16,0,https://pic4.zhimg.com/v2-f4552ffafdc48d1ebfdd1415f2997947_is.jpg,https://pic4.zhimg.com/v2-f4552ffafdc48d1ebfdd1415f2997947_{size}.jpg,[],12,-1,唯见禅意，不见性情。,8d3a8404c4f2a91304e442912c169384,False,False,False,False,律师助理,people,http://www.zhihu.com/api/v4/people/8d3a8404c4f2a91304e442912c169384,li-ying-qi-17,people
58,1,0,https://pic1.zhimg.com/da8e974dc_is.jpg,https://pic1.zhimg.com/da8e974dc_{size}.jpg,[],1,-1,公务员,f98ad405a20410121197516c02b9e418,False,False,False,False,泽野,people,http://www.zhihu.com/api/v4/people/f98ad405a20410121197516c02b9e418,ze-ye-66-62,people
59,1,0,https://pic3.zhimg.com/v2-6c97ac9414b61d5af285a7b425086aa6_is.jpg,https://pic3.zhimg.com/v2-6c97ac9414b61d5af285a7b425086aa6_{size}.jpg,[],5,0,法律在读,85c24c01cac34544a852c8c20c577a2d,False,False,False,False,小丝,people,http://www.zhihu.com/api/v4/people/85c24c01cac34544a852c8c20c577a2d,xiao-si-66-9,people
60,0,0,https://pic1.zhimg.com/v2-5e82981f0f17dae4d515fa16f867427c_is.jpg,https://pic1.zhimg.com/v2-5e82981f0f17dae4d515fa16f867427c_{size}.jpg,[],0,-1,,87a3e28e3791b4a6cf83b58d5642f85b,False,False,False,False,董大花,people,http://www.zhihu.com/api/v4/people/87a3e28e3791b4a6cf83b58d5642f85b,dong-da-hua-3,people
61,15,0,https://pic3.zhimg.com/v2-f5eeaa4d563bcab2392eaef8b5ce70f6_is.jpg,https://pic3.zhimg.com/v2-f5eeaa4d563bcab2392eaef8b5ce70f6_{size}.jpg,[],21,1,哈哈哈哈哈哈,a5fcb0427f8428320e1b381aca9c45b0,False,False,False,False,浩浩浩浩呵哈欠,people,http://www.zhihu.com/api/v4/people/a5fcb0427f8428320e1b381aca9c45b0,hao-hao-hao-hao-he-ha-qian,people
62,2,0,https://pic3.zhimg.com/v2-ba6e1241405f8e0ddc0bfe1985f26e02_is.jpg,https://pic3.zhimg.com/v2-ba6e1241405f8e0ddc0bfe1985f26e02_{size}.jpg,[],4,-1,学生,0e98310086f7dcf8d43a12e5af61cac6,False,False,False,False,Mr.Heing,people,http://www.zhihu.com/api/v4/people/0e98310086f7dcf8d43a12e5af61cac6,feng-yu-xian-sheng-90,people
63,7,0,https://pic2.zhimg.com/v2-6a3f48a950845b38f3ddea8401fae721_is.jpg,https://pic2.zhimg.com/v2-6a3f48a950845b38f3ddea8401fae721_{size}.jpg,[],4,0,爱听歌 什么歌都听 爱电影 什么电影都看 爱看书 什么书都看,da93d807403391363b3f8ce5a30c45e7,False,False,False,False,屁股有个小尾巴,people,http://www.zhihu.com/api/v4/people/da93d807403391363b3f8ce5a30c45e7,la-la-la-16-34,people
64,0,0,https://pic2.zhimg.com/v2-e53e3d242c31e08ef66636646eb5250d_is.jpg,https://pic2.zhimg.com/v2-e53e3d242c31e08ef66636646eb5250d_{size}.jpg,[],7,0,本科在读,3da07cd33ebb04ef00d0674db69d028f,False,False,False,False,小咻,people,http://www.zhihu.com/api/v4/people/3da07cd33ebb04ef00d0674db69d028f,xiao-mi-xiu-er,people
65,0,0,https://pic4.zhimg.com/8aa9dda943702783236e9844964366ef_is.jpg,https://pic4.zhimg.com/8aa9dda943702783236e9844964366ef_{size}.jpg,[],2,0,大心脏，冷屁股,a86bcc52e74a233c2d3ba0b787cdabd6,False,False,False,False,独苗r,people,http://www.zhihu.com/api/v4/people/a86bcc52e74a233c2d3ba0b787cdabd6,zhi-miao-r,people
66,0,0,https://pic4.zhimg.com/95a382023_is.jpg,https://pic4.zhimg.com/95a382023_{size}.jpg,[],1,1,学下棋！~,b70a7d2e923f014fff93dcd49f9898bc,False,False,False,False,Seikosha,people,http://www.zhihu.com/api/v4/people/b70a7d2e923f014fff93dcd49f9898bc,seikosha,people
67,1,0,https://pic1.zhimg.com/da8e974dc_is.jpg,https://pic1.zhimg.com/da8e974dc_{size}.jpg,[],4,0,小学生,22ccc977fe795b3d1843ce4d510eaf2c,False,False,False,False,大米饭,people,http://www.zhihu.com/api/v4/people/22ccc977fe795b3d1843ce4d510eaf2c,la-la-30-12-22,people
68,1,0,https://pic1.zhimg.com/65f2ca228_is.jpg,https://pic1.zhimg.com/65f2ca228_{size}.jpg,[],0,1,同情自己是卑劣懦夫干的勾当。,1f2166aabbd79a8b4d08c09c3f049c58,False,False,False,False,南柯子,people,http://www.zhihu.com/api/v4/people/1f2166aabbd79a8b4d08c09c3f049c58,nan-ke-zi-66,people
69,9,0,https://pic3.zhimg.com/dc5f98d28bd06b84078235841a4692ee_is.jpg,https://pic3.zhimg.com/dc5f98d28bd06b84078235841a4692ee_{size}.jpg,[],9,1,法学/极简主义,1c10c05870f5c3eed5978780dbdfc9b6,False,False,False,False,颜明康,people,http://www.zhihu.com/api/v4/people/1c10c05870f5c3eed5978780dbdfc9b6,houyan-34,people
70,0,0,https://pic1.zhimg.com/v2-816e79a54c753ab835f219874ff9d274_is.jpg,https://pic1.zhimg.com/v2-816e79a54c753ab835f219874ff9d274_{size}.jpg,[],2,0,死宅/躺尸/法学基本功极其不扎实,53e12c502e79f6e713146a6ecdbd72dc,False,False,False,False,钟子逸,people,http://www.zhihu.com/api/v4/people/53e12c502e79f6e713146a6ecdbd72dc,zhong-zi-yi-71,people
71,6,0,https://pic3.zhimg.com/51f2cd432_is.jpg,https://pic3.zhimg.com/51f2cd432_{size}.jpg,[],74,1,穷人,a1b3777a5cbaaa79c1e1b6ca2817c1fa,False,False,False,False,ziming shen,people,http://www.zhihu.com/api/v4/people/a1b3777a5cbaaa79c1e1b6ca2817c1fa,ziming-shen,people
72,0,0,https://pic1.zhimg.com/da8e974dc_is.jpg,https://pic1.zhimg.com/da8e974dc_{size}.jpg,[],0,-1,律师,e2c5651e42b02c9f7deaa70c674e771c,False,False,False,False,吴立传,people,http://www.zhihu.com/api/v4/people/e2c5651e42b02c9f7deaa70c674e771c,wu-li-chuan-26,people
